,Unnamed: 0,prompt,completion
593,593,,1 !! 
594,594,,Hijo yo no voy a ir a santa
595,595,,Voy directo al apto si hijo sorry mañana si paso aclara con laurita ok
596,596,,Ok
597,597,,Que???? no haz llegado??? donde van??
598,598,,Juanesito avisas para recogerte x donde vas a venir 68??
599,599,,Cuál puente??
600,600,,"Ok ya salió tu papito x ti juan q no se te vayan a olvidar los calzones pero, billetera etc peto"
601,601,,Donde estas??? no fuiste ckaro claro
602,602,,Donde estas???
603,603,,Do de vienes?!?
604,604,,En qué parte estás cerca tú papá te espera ok
605,605,,No el te espera ya me dijo oj ok
606,606,,No te preocupes si
607,607,,Pirq ???
608,608,,No me creas boba llama a tu papá
609,609,,Y mis dientes son de leche llámalo ya
610,610,,"El te está esperando el pan quemado (por favor leer) és de un largo y duro día en el trabajo, mi mamá puso un plato de salchichas y pan tostado muy quemado frente a mi papá. rdo estar esperando ver si alguien lo notaba? sin embargo, aunque mi padre lo notó, alcanzó un pan tostado, sonrió a mi madre y me preguntó cómo me había ido en la escuela. cuerdo lo que le contesté, pero sí recuerdo verlo untándole mantequilla y mermelada al pan tostado y comérselo todo. ... o me levanté de la mesa esa noche, recuerdo haber oído a mi madre pedir disculpas a mi padre por los panes tostados muy quemados. voy a olvidar lo que le dijo: ño no te preocupes, a veces me gustan los panes tostados bien quemados.” arde esa noche, fui a dar el beso de las buenas noches a mi padre y le pregunté si a él le gustaban los panes tostados bien quemados. abrazó y me dijo estas reflexiones: amá tuvo un día muy duro en el trabajo, está muy cansada y además ? un pan tostado un poco quemado no le hace daño a nadie”? da está llena de cosas imperfectas y gente imperfecta. aprender a aceptar los defectos y decidir celebrar cada una de las diferencias de los demás, es una de las cosas más importantes para crear una relación sana y duradera. n tostado quemado no debe romper un corazón. mprensión y la tolerancia es la base de cualquier buena relación. s amable de lo que tú creas necesario, porque todas las personas, en éste momento, están librando algún tipo de batalla. todos tenemos problemas y todos estamos aprendiendo a vivir y lo más probable es que no nos alcance la vida para aprender lo necesario. amino a la felicidad no es recto. existen curvas llamadas equivocaciones, existen semáforos llamados amigos, luces de precaución llamadas familia, y todo se logra si tienes: una llanta de repuesto llamada decisión, un potente motor llamado amor, un buen seguro llamado fe, abundante combustible llamado paciencia."
611,611,,Y quedó rico???
612,612,,Que delicia me vas a traer
613,613,,No te preocupes debe estar delicioso
614,614,,No te demores aquí evaluó a los chicos
615,615,,73870087623 ar césar david alfonso
616,616,,Que???
617,617,,Y toda esa plática q recoger el tal david para w es?? me parece un robo
618,618,,A dónde hijo??
619,619,,Juan cuánto es??
620,620,,Ok
621,621,,Ok
622,622,,Ok como te fue en westwe webster unión??
623,623,,Averigua tu saldo me preocupa
624,624,,Superventas hijo mis vacaciones
625,625,,A mí me afecta muy seguramente no vengo a trabajar u después en diciembre no tendré nada hijo
626,626,,Yo trabajo de la mano con la planta esperar a ver q nos dicen sí pero yo no me no pues no mucho pero un día como hoy jajaja se enloqueció
627,627,,Ahora te cuento
628,628,,Ok bye
629,629,,Juanesito cómo estás??? dinos x favor necesitamos saber de ti xfa contesta
630,630,,Y todo bien a qué horas vienes?? y comida???
631,631,,A esa hora salimos para el aeropuerto hijo uber x fa
632,632,,Hijo te recogemos??? o cuánto vale el uber?? tienes llaves?
633,633,,En el apto no hemos salido
634,634,,Vente ya muy barato y el otro a como??
635,635,,Mejor pide ese ya hijo a esta hora no te vengas en pool uber x
636,636,,Y listo me avisas hijo donde vienes??
637,637,,Bueno juanesito. vienes en uber ?
638,638,,Acabamos de salir a recoger a tu hermano y regresar al apartamento
639,639,,Y después vamos al aeropuerto a recoger a tu abuelito y a tu tío ricardo con rosita.
640,640,,Ya nos vemos.
641,641,,Acabamos de llegar al apartamento con tu hermano. y tú dónde vienes ? escribe....
642,642,,Juanesito donde vas ?? todo bien???
643,643,,Hola
644,644,,nan
645,645,,Tan rápido??? tqm juanesito hola mi amor cómo estas !! ya se fue el señor de la lavadora ?? hola hello juanesito tu cédula x fa juan ti cédula mi amorcito
646,646,,Listo tarjeta de identidad
647,647,,Oki vida
648,648,,Todavía te duele hijo?? voy a preguntar en colsubsidio ok
649,649,,Mejor comprar la droga mandale a tu tío los dayod datos
650,650,,Que pasó hijo?? cuenta
651,651,,Ok mi vida y el almuerzo?? que???
652,652,,A qué horas??
653,653,,Cuidate
654,654,,Hijo por favor no olvides traer el cargador urgente si se te olvida nos toca en uber un gasto adicional no lo olvides x favor
655,655,,A qué horas vienes ?
656,656,,Si es ese pero falta el de la corriente y no se puede comprar otro
657,657,,Juan por favor busquelo
658,658,,Juan habla con david por la entrada esa pequeña es la del tv pero falta el de la.corriente porque son dos cables parece que si es ese por la entrada pero falta el de la corriente
659,659,,Eso fue mi papa juan
660,660,,Oki me.avisa juanesito. envía las fotos del cargador
661,661,,Tráelo para probarlo aquí
662,662,,nan
663,663,,Además una hijo si
664,664,,Que??
665,665,,Compremos los
666,666,,Como así??? quien??
667,667,,Cuando lo puedes pedir hijo??
668,668,,Llama para ver si están trabajando y que lo puedan expedir
669,669,,Búscalo hijo
670,670,,Ok ya mismo
671,671,,Juanes
672,672,,No sé hijo pregúntale
673,673,,Hijo si va tocar ahora hablamos
674,674,,Te lo pido ya??
675,675,,Ok me avisas videollamada perdida juanesito que pasó??? hola que hacemos ?? hola
676,676,,Rcv 091
677,677,,Espera ya hijo de una
678,678,,Yo creo muy raro
679,679,,Hola hijo cómo estás holaaaaaa
680,680,,Perdimos el liderazgo
681,681,,El tel de tu tio y de rosita x si acaso les avisas para q ayuden ok
682,682,,Hola mi amor ya estás despierto??? hello
683,683,,nan
684,684,,Yo te dije
685,685,,Te recogemos???
686,686,,Cerca
687,687,,Ya vamos
688,688,,Ya vamos
689,689,,Que hacemos
690,690,,X eso
691,691,,Ok juanesito hay como paro de los transmilenio s algo raro pasa x favor coge un uber no te vayas a exponerle está tenaz la 30 todos los transmilenio s detenidos uber x favor
692,692,,Dime hijo
693,693,,Arroz frijoles carne molida o un pedazo de pernil jugo juanes juan
694,694,,Viste lo que hay de almuerza??
695,695,,Ok me avisas
696,696,,Ok mi vida gracias ahora la llamo a qué horas te vas??
697,697,,Ok mi amor juanesito dile a sandra que te de lentejas pechuga plátanos maduros q hay en la nevera y jugo y w ella coma con atún oj ok juanesito
698,698,,Y a qué horas nos vamos a a ver??
699,699,,No van para acá entonces a qué horas vienes ?
700,700,,Cuenta
701,701,,Excelente seguro q te ayuda
702,702,,nan
703,703,,Pero x supuesto excelente hijo tú que estás haciendo ya saliste
704,704,,Si cual
705,705,,nan
706,706,,Si mi vida hijo calienta el almuerzo x favor
707,707,,Cuidate bye
708,708,,"Ceci les vamos a pedir un favor y es que no vengan a cagar a los apartamentos de metropolis les tenemos terror a las tapadas de los baños casi no destapamos el de rosita,no entendemos la razón x la cual esperan una semana para cagar aqui mer, alirio entro al baño del servicio yo no sé quién entró y xq cagan en metropolis??? no sé es raro aquí es donde se les mueve el estómago de la tragadera vamos a prohibir la entrada a los baños comen y que vayan a cagar al centro comercial ok hiji hijo coge un uber de una hijo"
709,709,,Cogerlo hijo así cueste caro ok me confirmas
710,710,,Ok gracias
711,711,,nan
712,712,,Hijo hoy no tengo carro
713,713,,Si mi vida vete para lacasa
714,714,,Juanesito callado necesito un favor muy urgente pago intereses x 8 dias
715,715,,Ok
716,716,,Juanes coge oficio jajaja hola mi vida donde estas?? almuerzo ??
717,717,,Y vas lejos?? listo mi vida almuerza bien y recuerda q te recojo a las 4:30
718,718,,"Guarda el celular me avisas ok que tienes hijo?? vamos para el doctor estando persuadido de esto, que el que comenzó en vosotros la buena obra, la perfeccionará hasta el día de jesucristo; como me es justo sentir esto de todos vosotros, por cuanto os tengo en el corazón; y en mis prisiones, y en la defensa y confirmación del evangelio, todos vosotros sois participantes conmigo de la gracia. enses 1:6-7 y esto pido en oración, que vuestro amor abunde aun más y más en ciencia y en todo conocimiento, enses 1:9"
719,719,,"*juan gossaín: dio de estas vísperas electorales, y mientras nos preparamos para escoger presidente y congresistas, yo quiero hacerles a ustedes una preguntica suelta: uiénes vamos a elegir el 11 de marzo de 2018?* s mismos ladrones de reficar? os mismos corruptos de la autopista del sol? s mismos ladrones de la navegación por el río magdalena? s mismos que están quebrando el sistema de salud? s mismos que se robaron la plata para la comida de los estudiantes pobres? s que fueron financiados por odebrecht? s que saquean los recursos de las regalias? los mismos lagartos que cobran millones por no trabajar? d y yo tenemos la última palabra.* *la hora de la verdad ha llegado* voz populi, ya es un clamor de todos, que en las próximas elecciones todos vamos a *votar en blanco para el senado, para la cámara y para presidente.* nar el voto en blanco, habrá nuevas elecciones y los actuales sinvergüenzas no podrán volver a ntarse a nuevas elecciones. políticos le tienen pavor a las redes sociales por lo tanto es deber de cada uno reproducir y reenviar a todo el mundo este mensaje.*"
720,720,,Uber hijo uber
721,721,,Juanesito las llaves están en el apto de tu tío ricardo las tiene rosita ok para que entres
722,722,,"No juzguéis, y no seréis juzgados; no condenéis, y no seréis condenados; perdonad, y seréis perdonados. 6:37 mer ellos fueron fue a almorzar y me estaban esperando a mi de lo contrario no hubieran entrado lástima que ildefonso les haga pasar esas vergüenzas a david y juanes para ellos eso debe ser terrible eso se quedaba cuando eran niños no ahora es vergonzoso la falta de educación es tenaz mer yo lo siento mucho por david y juanes mi papá lkamo yo también es de vergüenza pero q se puede esperar de una persona sin educación ellos deben sentir mucha vergüenza, porque parecen de una familia que no tiene educación exactamente que no tiene nivel es terrible ceci pero acaso ildefonso que educación tiene?? mire la porquería de familia ver donde salió la mamá de andrés es una señora muy educada que se puede esperar él ya debe medir eso claro se le nota salpica a sus hijos ojalá se largara a vibirvsilo solo que mierda tenerme q quedar aqui luego sus hijos se van a avergonzar de el es una porquería es verdad la familia de ildefonso tenaz bueno ojalá caiga en cuenta es verdad la familia de ildefonso tenaz bueno ojalá caiga en cuenta que piense en sus hijos sobretodo"
723,723,,Urgente: dile a todos los contactos de tu lista que no acepten un video que se llama el baile del papa. es un virus que formatea tu movil. ten cuidado es muy peligroso. pasalo a tu lista ya que la gente lo abre pensando que es un chiste. lo están difundiendo hoy en la radio. pásalo  a quienes puedas
724,724,,nan
725,725,,Si hijo x q??
726,726,,Llama a ti tio
727,727,,Tiene es el teléfono??
728,728,,101 interior 6 unidad 19
729,729,,201 internet 1 ok hijo llámalo a y les dices q van a ir a mirar
730,730,,Nada pero no importa e tema nuestro
731,731,,Xx seguridad
732,732,,nan
733,733,,Nada hijo ahora voy a ir a saludarla
734,734,,Si hijo perfecto a qué horas?? ok en el callejón y luego nos vamos para hornitos yo invito
735,735,,Listo hijito
736,736,,"Entonces se le acercó pedro y le dijo: señor, ¿cuántas veces perdonaré a mi hermano que peque contra mí? ¿hasta siete? jesús le dijo: no te digo hasta siete, sino aun hasta setenta veces siete. 18:21-22"
737,737,,Y el joven a que horas vienen??
738,738,,nan
739,739,,nan
740,740,,"Hola mechitas, será que tú hijito me puede averiguar si los que no somos estudiantes ni egresados podemos entrar al concierto del miércoles ? hola alejita le voy a comentar a juanes para ver cómo nos puede ayudar, porque está semana no va a la universidad mira a ver"
741,741,,Ok hijo ya almorzaste ??
742,742,,Ok mvida
743,743,,Hijito a qué horas sales?? dime
744,744,,Pero hijo no tengo carro como hacemos y voy a recoger la comid a santa primeto devuélvete ya en un uber
745,745,,No mi vida en uber de una pidelo
746,746,,Mer la clave de la fibra óptica 7b4b59a0 fibra etb25d8
747,747,,Perdón lo siento hijo por hacer más perdón
748,748,,Si perdón
749,749,,Muy triste nunca mas
750,750,,Mi amor comelona x favor
751,751,,Come y m perdoned juanes pudiste entrar ??? desayunaste?? oye
752,752,,Ahhhh la leche está arriba vas a volver???
753,753,,Carlos puyamon pero es el sábado
754,754,,"Amor a qué horas vas para el dpto? sandra está allá y te da almuerzo ok good morning mercedes! i will be there soon, the bus was very late today."
755,755,,Como te fue
756,756,,Estaba muy preocupada pero ya estás en el apto??
757,757,,nan
758,758,,Ok
759,759,,Seño en el callejón
760,760,,X q
761,761,,Avanzamos ???
762,762,,Ok
763,763,,Nos quedamos donde tú entres a la u ok
764,764,,No hay probema
765,765,,Si ckaro yo te lo regalo el otro año
766,766,,nan
767,767,,Ok  mi vida mañana se consignan
768,768,,nan
769,769,,Dime hijo reunión hasta la 4
770,770,,Cuenta encima de la estufa delicioso me cuentas ok
771,771,,Ah si por fa avísame a tu papá y a david diles
772,772,,Que si van
773,773,,Me cuentas uber ok
774,774,,Juan no vamos a ir a santa
775,775,,Queremos verlo en metro
776,776,,Hijo tu papá david tuvy yo si vamos a santa nos demoramos y tú tendrás q estudiar
777,777,,nan
778,778,,Cuídate muñeco x favor
779,779,,Me llamas hijito
780,780,,Juanes
781,781,,Nooooo
782,782,,Guárdala
783,783,,Ok bendición
784,784,,nan
785,785,,El celular
786,786,,No lo gastes
787,787,,nan
788,788,,Siii ok
789,789,,A qué hora te vienes ?
790,790,,Juanes es demasiado tarde. apúrate.
791,791,,En dónde vienes
792,792,,!!!! que horror !!!!
793,793,,Y estamos tan cansados por la madrugada de ir a llevar a tu tío al aeropuerto está mañana estás aventuras hay que replantearlas
794,794,,"La palabra de cristo more en abundancia en vosotros, enseñándoos y exhortándoos unos a otros en toda sabiduría, cantando con gracia en vuestros corazones al señor con salmos e himnos y cánticos espirituales. enses 3:16 mas ¿qué dice? cerca de ti está la palabra, en tu boca y en tu corazón. esta es la palabra de fe que predicamos: que si confesares con tu boca que jesús es el señor, y creyeres en tu corazón que dios le levantó de los muertos, serás salvo. porque con el corazón se cree para justicia, pero con la boca se confiesa para salvación. os 10:8-10 mas tú, hijo de hombre, oye lo que yo te hablo; no seas rebelde como la casa rebelde; abre tu boca, y come lo que yo te doy. iel 2:8"
795,795,,Videollamada perdida juanes a qué horas vienes ya son las 8 oye
796,796,,Por eso añoro cuando eras pequeño x que me querías y nunca me dejabas en la noche sin decirme lo que me querías con un gran abrazo hijo los tiempos cambian juanes todo bien??? acuérdate del pico y placa trata de salír lo antes posible para evitar congestión
797,797,,Juan esteban que tu mamá dice que por favor le envíes la foto de tu trajr
798,798,,Jajajja adivina 
799,799,,Nooo puede ser 
800,800,,"Oye, que me envíes la foto de tu vestido"
801,801,,El de tu saci
802,802,,Hola mi juanesito ya te recogemos??? a david ya lo vamos a recoger contesta oye burro
803,803,,En el apto tú papá va a salir a recoger a david te recogemos??
804,804,,Ok no hay problema te contactamos listo
805,805,,Llama a tu papá par q te recoja hijo ya??
806,806,,Ok perfecto juanes que pasó
807,807,,X favor respóndeme
808,808,,Pudiste solucionar ??
809,809,,En q te fuiste
810,810,,Lo tarde perdiste el examen la hora?? terrible
811,811,,Y alcanzaste?!?
812,812,,Dime todo bien???
813,813,,Y cerraste al puerta?? oje cuentas por favor bendiciones que dios te de sabiduría
